video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
8JivD92vJWs,GadgetIn,Dikirimin seperangkat PC RoG senilai 50 JUTA!!!,"Pakettttt!

Link pembelian: https://tokopedia.link/RXQrTQkKXsb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-09-01T07:54:06Z,974974,27940,,1314,PT15M31S,hd,true
xR6F51dpiBM,GadgetIn,Gadget ini bakal ngubah idup saya...,"Semoga semuanya tetep sehat.

Info lebih lanjut soal Huawei Watch D: https://bit.ly/3TmYM1E
Link pembelian (dari 1 September): https://bit.ly/3wl3fs0

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-31T09:50:59Z,2900334,18144,,1339,PT9M28S,hd,true
hOi4l3wKQGE,GadgetIn,Laptop mid range yang kedengeran LUAR BIASA!,"Ada harga ada barang 

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com

#ASUSVivobookM3400 #VivobookPro14OLED #AMD #Ryzen #ExperienceTheDIFFERENCE #ASUSOLED",,2022-08-28T03:32:07Z,822507,21461,,1685,PT11M8S,hd,true
9AfKfKpKRc8,GadgetIn,Unboxing iPhone yang cuma ada 100pcs di dunia...,"iPhone biru? Murah.

Tempat belanja gadget2 harga promo: https://tokopedia.link/gadgetin-wib08-yt

Liat2 lapak Apple Tree: https://tokopedia.link/glgzZXVcMsb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-25T09:03:26Z,6300519,140152,,6971,PT14M39S,hd,true
uic5AyVYlI4,GadgetIn,Nyobain barang aneh yang dijual ONLINE Ep.24!,"Comeback.

Penjepit plastik: https://tokopedia.link/Pcs8tNELGsb
WC bersinar: https://tokopedia.link/etlSSjCLGsb
Pencabut biji: https://tokopedia.link/wr0YMmALGsb
Tuang telur: https://tokopedia.link/la5dryHLGsb
Kocok telur: https://tokopedia.link/hodFNpxLGsb

bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-22T04:30:12Z,1639718,52066,,2968,PT29M25S,hd,true
Lag9Lshbzk4,GadgetIn,Bisa hemat sampe 5 juta 😳 - Review vivo X80 Indonesia,"Aneh tapi nyata.

Link pembelian vivo X80: https://tokopedia.link/qQSCJNsgNsb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-20T09:18:00Z,942316,20764,,1601,PT11M12S,hd,true
9hOBheCs0IA,GadgetIn,Saya coba beli HP murah yang populer di TikTok...,"Bikin idup lebih susah.

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-19T03:45:00Z,13510678,211007,,14635,PT21M52S,hd,true
fiKi-ZSnDaM,GadgetIn,Tablet 2 jutaan yang bisa saya rekomendasikan - realme Pad mini Indonesia!,"The real 2 jutaan.

Link pembelian realme Pad Mini:
3+32GB: https://bit.ly/PadMini332YTToped
4+64GB: https://bit.ly/PadMini464YTToped

realme Pad mini LTE
Varian 3GB+32GB dan 4GB+64GB Tersedia secara offline di seluruh realme Brand Store mulai tanggal 26 Agustus 2022

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-18T06:45:01Z,1374266,31847,,1901,PT7M47S,hd,true
dmUpezUmT3A,GadgetIn,Timbangan doang tapi lebih mahal dari HP... Secanggih apa?,"Berat di dompet.

Kalau pengen beli timbangannya: https://tokopedia.link/C5M9XVokysb
Liat liat barang pilihan saya di Tokopedia: https://tokopedia.link/gadgetin-sos08-yt

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-16T04:00:23Z,712099,16054,,1329,PT21M3S,hd,true
yMQ1ehQiFcA,GadgetIn,Bates yang ga boleh dilewati - Review OPPO Reno8 Pro 5G Indonesia!,"Tangan kanan.

Info lengkap soal OPPO Reno8 Series: https://bit.ly/3JlVuaw
Link pembelian OPPO Reno8 dari Tokopedia: https://bit.ly/TokopediaOPPOReno8

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-15T06:58:35Z,1818516,27015,,2634,PT11M2S,hd,true
7GqP3bblUz8,GadgetIn,Cas 10 MENIT LANGSUNG PENUH 🤯!!? Unboxing IQOO 10 Pro Edisi BMW COMPETITION!,"Breeemmmm!

Kalau minat sama HPnya: https://tokopedia.link/RiG2KVJjssb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-13T09:24:26Z,1210334,23418,,1621,PT20M,hd,true
v-fkq_p8K8w,GadgetIn,Nyobain gadget kecil Samsung yang harganya Rp15 JUTA 🤣,"Kecil2 seharga flagship.

Link pembelian Freestyle: https://tokopedia.link/oL6C3zOtItb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-12T04:02:57Z,990444,22222,,1039,PT8M28S,hd,true
oWaUlw-eo9I,GadgetIn,Fix ga ada lawan - Kesan pertama Samsung Galaxy Z Fold4 dan Flip4 Indonesia!,"Waktunya terbang.

Link pre order: https://tokopedia.link/iwl486y1psb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-10T14:03:21Z,1978287,36452,,1748,PT12M47S,hd,true
18MzWWNhEBE,GadgetIn,Smartwatch TERGAGAH & Ganteng dari Amazfit - T Rex 2,"Sayangi gadget anda.

Kalau minat sama Amazfit T Rex 2: https://bit.ly/3SrPGQO

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-09T04:01:04Z,1092616,16121,,1152,PT9M23S,hd,true
gdCL-hAwChQ,GadgetIn,Xiaomi 🤝 Leica vs kamera HP TERBAIK! Siapa lebih bagus?,"CLBK.

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-07T03:39:22Z,962098,19143,,2009,PT9M56S,hd,true
3lXLYKOxCJs,GadgetIn,RAKITIN PC 25 JUTA BUAT TEMEN!,"Semoga lancarrrr

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-06T09:30:10Z,1949442,30010,,728,PT2H29M36S,hd,false
QMBN6GPEET0,GadgetIn,Rp2.799 JUTA!! Unboxing Redmi 10 5G Indonesia!,"Ini Redmi?

Kalau minat, ini link pas nanti dia dijual: https://tokopedia.link/vDHIw7q29rb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-08-02T09:05:21Z,1521309,28914,,3167,PT13M23S,hd,true
gmDMsUJc8hw,GadgetIn,"TERLALU GARANG, TERLALU MEWAH!! Unboxing Xiaomi 12S Ultra Indonesia!","Xiaomi kok keren!?

Kalau mau liat lapak pembeliannya: https://tokopedia.link/G63lTBUIYrb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-29T04:00:15Z,2034698,39982,,3275,PT10M2S,hd,true
i7LF6aeKZhI,GadgetIn,YANG DITUNGGU!!! UNBOXING NOTHING PHONE (1) INDONESIA!,"Glow up.

Kalau mau jastip barangnya: https://tokopedia.link/u3CQL37HYrb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-27T04:00:13Z,6273259,128268,,5560,PT18M33S,hd,true
HkVyBgsGnTs,GadgetIn,"Kalau vivo dibiarin MENGGILA, ya begini hasilnya...","Ga nahan.

Cek harga terbaru dari vivo X80 Pro: https://bit.ly/3zx6v5h

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-26T06:30:09Z,2223618,34986,,2705,PT10M37S,hd,true
Ltj7c7GHMPY,GadgetIn,HP TERKUAT SAAT INI! UNBOXING RoG PHONE 6 Pro INDONESIA!,"RAM 18GB.... TF.

Link biar belanja bisa lebih hemat: https://tokopedia.link/gadgetin-wib07-yt

Kalau mau beli RoG Phone 6 Pro: https://tokopedia.link/PvFGjcwXWrb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-25T11:36:02Z,4326024,93299,,5127,PT22M32S,hd,true
5VbCns_dWRc,GadgetIn,Nonton ini dulu sebelum anda beli laptop gaming...,"Jeng.... Jeng jeng jeng jeng!

Link pembelian laptop gaming berprosesor Intel Core:  https://www.tokopedia.com/intelgamingid

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com

#GameWithIntel #LevelUpTo12thGen",,2022-07-23T03:46:37Z,732398,24617,,1961,PT9M7S,hd,true
vtgPQHhherw,GadgetIn,HASIL REMEDIAL SANG NAGA 🔥 - Tes gaming & benchmark Snapdragon 8+ Gen 1,"Peningkatan sana sini.

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-21T11:37:37Z,979290,20545,,2167,PT13M28S,hd,true
NpsrwBxGLS0,GadgetIn,Obat pusing yang MANIS ❤ - Review Xiaomi 12 Lite Indonesia!,"Kawaii...

Note: Kata pihak Xiaomi, bahan bagian belakangnya kebuat dari kaca.

Harga terbaru Xiaomi 12 Lite: https://tokopedia.link/L4LwuDDnRrb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-19T07:30:04Z,2290538,43420,,3741,PT10M39S,hd,true
o8mi3diGDsM,GadgetIn,"Layar GEDE, fitur GEDE, spek GEDE - Huawei Matebook D16","Chonky boi

Periode PO dari 27 Juli - 5 Agustus
Varian i5 juga punya RAM 16GB dan SSD 512GB.

Kalau minat sama barangnya: 
MateBook D16 (Tokopedia): https://bit.ly/3yzGS28
MateBook D14 (Tokopedia): https://bit.ly/3cc2sCb

Info Lebih Lanjut MateBook D16: https://bit.ly/3uUeHtM
Info Lebih Lanjut MateBook D14: 
https://bit.ly/3yJiHOV

Bisa juga kunjungi HUAWEI Authorized Experience Store terdekat untuk cobain langsung produknya. 

Cukup masukin kata HUAWEI Authorized Experience Store di Google Map dan kunjungi toko HUAWEI terdekat untuk merasakan langsung produknya, nikmati 1-on-1 sales service, dan ada berbagai hadiah menarik!

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-17T05:00:15Z,3353238,14460,,1553,PT9M43S,hd,true
wjix6evINic,GadgetIn,Apakah teknologi 5G cuma gimmick doang?,"Siap?

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-16T04:32:04Z,889654,26337,,3719,PT15M53S,hd,true
tZFqCcQYc_A,GadgetIn,Hati dibikin kacau oleh Sony Xperia I Mark 4 🥰,"Kegalauan apa ini...

Jangan lewatin cashback gede: https://tkp.me/gadgetin-sos07-yt

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-15T06:12:09Z,2275167,42242,,4677,PT11M32S,hd,true
0jkd-x6jMSQ,GadgetIn,Saya BORONG 20 bluetooth speaker MURAH buat nentuin yang terbaik.,"Telinga panas.

Dapatkan pengalaman baru menikmati Kopi Kapal Api Special Mix Gula Aren disini:

https://tokopedia.link/zL4udOEbBrb

Link pembelian:
Simbadda: https://tokopedia.link/ZokoEb57Arb
ECLE senderan: https://tokopedia.link/UQEeulc8Arb
Vivan VS12: https://tokopedia.link/JOxhrIj8Arb
Simbbada: https://tokopedia.link/taIwkLl8Arb
Acome A1: https://tokopedia.link/jnnRGdo8Arb
Acome A5: https://tokopedia.link/cr8ioav8Arb
Acome A10: https://tokopedia.link/CrCZw5s8Arb
Eggel Fit 3: https://tokopedia.link/brJEjFw8Arb
Mitsuyama: https://tokopedia.link/hMNUhCy8Arb
Kisonli: https://tokopedia.link/TiGQnyG8Arb
Youayou: https://tokopedia.link/AzKUriI8Arb
Oontz: https://tokopedia.link/CAtty9K8Arb
Robot RB150: https://tokopedia.link/q9dDM8M8Arb
Robot RB100: https://tokopedia.link/wSadEzO8Arb
JBL: https://tokopedia.link/7E312sQ8Arb
Jdidolahc: https://tokopedia.link/uVP2ohT8Arb
Zealot: https://tokopedia.link/hyQFtWU8Arb
Vyatta: https://tokopedia.link/8c0OBc68Arb
Sakumini: https://tokopedia.link/cqdy0Z78Arb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-12T09:10:14Z,3386607,62971,,6733,PT48M16S,hd,true
pOp6iac8r20,GadgetIn,Jangan sampe anda nyesel karena udah beli monitor biasa,"Generalis.

Info lebih detil soal Samsung Smart Monitor M8: https://bit.ly/Samsung_SmartMonitorM8_GI

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-11T08:56:49Z,710797,15924,,1140,PT23M3S,hd,true
N773YwpD72c,GadgetIn,TERLALU NIAT 😍 Unboxing Redmi Note 11T / POCO X4 GT LIMITED EDITION ASTRO BOY!,"Lengan 100.000HP

Dapetin gadget2 murah banyak promo disini: https://tkp.me/gadgetin-sgd07-yt1

Kalau minat sama barangnya: https://tokopedia.link/HG4lIRYOurb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-08T08:26:58Z,3104450,57779,,3458,PT16M40S,hd,true
UWPUKZVN6gM,GadgetIn,Alasan saya setia sampe 3 tahun sama headphone ini...,"Masuk akal?

Link pembelian WH-1000XM5: https://tokopedia.link/TzwRNZjRsrb

Value di WH-1000XM4: https://tokopedia.link/2rK3xHtRsrb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-07T09:00:16Z,448350,11088,,1131,PT10M23S,hd,true
1172HKqqb8s,GadgetIn,"Ukuran lebih gede, harga tetep sama, TCL mikir apa...","Namanya penting.

Kalau minat sama TVnya: https://tokopedia.link/KqKxT4YNprb
https://tokopedia.link/y6zRyK0Nprb
https://bit.ly/3P0Rqi1

https://linktr.ee/tclindonesia

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-05T11:59:09Z,2516257,26971,,2555,PT17M18S,hd,true
VuZQjOKb3LM,GadgetIn,Definisi sebuah HP GAMING - Review POCO F4 GT Indonesia!,"Ditunggu.

Link pembelian F4 GT: https://tokopedia.link/uNyJjf0Yurb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-07-01T08:16:52Z,2292697,55380,,4098,PT11M30S,hd,true
SBUuMFH-n2M,GadgetIn,Rp5 JUTA ga pake mikir - Review POCO F4 Indonesia!,"Terlaluar biasa.

Link pembelian (harganya baru berubah pas udh dijual): https://tokopedia.link/TCtzugNkirb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-30T12:56:33Z,2440780,51202,,5567,PT10M35S,hd,false
KvKMXAxCs1I,GadgetIn,Dikirimin Acer SEMUA jenis laptop mereka...,"Beraspirasi 10jt subs.

Kalau mau liat produk2 lengkap Acer: https://store.acer.com/en-id/

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-29T09:37:43Z,763586,25019,,1756,PT9M9S,hd,true
8O4RjhLqZUI,GadgetIn,Si terbaik jadi lebih baik lagi - Huawei Band 7 Indonesia,"Facelift.

Info tambahan:
Di tanggal 27-30 Juni ada early bird voucher 10rb dan kesempatan dapetin Band 7 satu lagi kalau add to cart di tanggal itu. Harga diskon di penjualan perdana 499K dari 699K. Berlaku 1-12 Juli eksklusif via e commerce aja.

Link pembelian: https://bit.ly/3b4lTfK

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-27T12:07:16Z,1835257,16901,,1695,PT7M33S,hd,true
0SRjUj0aQfk,GadgetIn,Unboxing Mystery Box yang PASTI ada HP nya!!!,"Good luck!

Hemat banyak buat belanja gadget: https://tkp.me/gadgetin-wib06-yt

Mekanisme Giveaway Infinix: https://www.instagram.com/p/CfNsyvAL6hZ/?igshid=YzAyZWRlMzg%3D

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-26T04:25:40Z,6893471,196548,,10912,PT17M40S,hd,true
XAXbj-5qAyU,GadgetIn,AKHIRNYA RESMI! UNBOXING POCO F4 & F4 GT INDONESIA!,"Yang GT mah udah 95% ya.

Dapetin rezeki lebih disini: https://tkp.me/tapp06-yt-davndi1

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-23T13:31:26Z,2556130,61998,,5038,PT17M13S,hd,true
UKdFtr29RDo,GadgetIn,Seharian ngerasain kerjaan jadi SALES HP!,"Boleh hape murah kaka...

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-22T07:47:51Z,2778097,87694,,5371,PT22M25S,hd,true
IO_29qlroZQ,GadgetIn,SONY EMANG BEDA ❤️ - UNBOXING XPERIA 1 MARK IV !,"Let's party!

Kalau pengen beli juga: https://tokopedia.link/BfEs3eXu2qb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-21T12:00:29Z,2118935,46414,,4206,PT15M55S,hd,true
GoZtabM1wBw,GadgetIn,Bahas RoG tapi banyak bilang MURAH di videonya.,"Sejuta umat.

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-20T09:56:19Z,701079,20209,,1473,PT9M27S,hd,true
rL_5Tsj0srk,GadgetIn,Jangan ketipu gayanya yang sederhana :) - Review Huawei Watch Fit 2,"Dikira cupu...

Info lebih lanjut di website Huawei: https://bit.ly/3zG8DII

Kalau mau beli Watch Fit 2: https://bit.ly/3GvREtR
Kalau mau beli GT 3 Pro: https://bit.ly/3zETYNH

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-15T09:31:35Z,2650679,14009,,1306,PT8M10S,hd,true
eODPR4BhLx8,GadgetIn,SEMOGA RESMI 🙏🏻 Unboxing HP Gaming RedMagic 7 Pro Indonesia!,"Red yang oke.

Biar belanja gadget jadi lebih murah: https://tkp.me/gadgetin-sos06-yt

Mampir ke toko Shpoyz ID: https://tokopedia.link/alpcBSOgSqb

Barang bekas review biasanya saya jual disini: https://invol.co/cl75vrb

Instagram GadgetIn: https://www.instagram.com/gadgetins/ 
Twitter GadgetIn: https://twitter.com/DGadgetIn 
Facebook GadgetIn: https://www.facebook.com/DgadgetIn

Email untuk kerjasama: davidbrendi88@gmail.com",,2022-06-14T08:26:54Z,1820977,39301,,2507,PT16M54S,hd,true
